ID	caption
ImageCLEFmedCaption_2022_train_000442	inflate catheter balloon white arrow see as fill defect within renal pelvis
ImageCLEFmedCaption_2022_train_000443	angiographic image show endovascular coil embolization of a proximal branch superior mesenteric artery aneurysm
ImageCLEFmedCaption_2022_train_000444	fluoroscopic image with injection of contrast medium the contrast medium be spread around the anchor arrowhead however no contrast medium be note in the intrathecal space the broken intrathecal fragment be show as a ushape loop arrow
ImageCLEFmedCaption_2022_train_000445	anterior view right internal carotid artery injection through the microcatheter single arrow be perform beyond the occlusionthere be a tandem occlusion of the dbetal internal carotid artery double arrow involve the intracranial internal carotid artery segmentright designate the patients right side
ImageCLEFmedCaption_2022_train_000446	transjugular portography in a patient bleeding from gastric varix note that balloon tamponade do not suppress fundal varix fill
ImageCLEFmedCaption_2022_train_000447	coronary angiography show multiple coronary artery microfistulae arise from first diagonal branch of lad empty into the left ventricle blue circle
ImageCLEFmedCaption_2022_train_000448	fluoroscopic view of a  g endoscopic ultrasoundguide aspiration needle cook endoscopy that be use to puncture the gallbladder from the duodenal bulb use a linear echoendoscope  olympus
ImageCLEFmedCaption_2022_train_000449	bennett spur
ImageCLEFmedCaption_2022_train_000450	frontal view of a right internal carotid catheter angiogram show the puff of smoke appearance due to innumerable enlarge basal perforator overshadow the attenuate anterior and middle cerebral artery also collateral from the external carotid artery be enlarge to retrogradely fill the peripheral branch of the middle and anterior cerebral artery
ImageCLEFmedCaption_2022_train_000451	fluoroscopic examination at the time of cystoscopy demonstrate extraanatomic location of jj stent
ImageCLEFmedCaption_2022_train_000452	cholangiography show the cholangiectasis
ImageCLEFmedCaption_2022_train_000453	cine show the radiofrequency ablation catheter in the right free wall position a his catheter and a coronary sinus catheter introduce through a left superior vena cava
ImageCLEFmedCaption_2022_train_000454	a digital subtraction angiogram reveal a saccular aneurysm on the anterior communicate artery
ImageCLEFmedCaption_2022_train_000455	coronary angiography leave coronary artery semiselective
ImageCLEFmedCaption_2022_train_000456	right hepatic artery after embolization
ImageCLEFmedCaption_2022_train_000457	stent place in the common iliac vein civ and external iliac vein eiv
ImageCLEFmedCaption_2022_train_000458	anteroposterior view of the digital subtraction angiogram reveal total occlusion of the distal third of the basilar artery without opacification of the posterior cerebral and superior cerebellar artery bilaterally
ImageCLEFmedCaption_2022_train_000459	final result after aortoostial stenting of a vein graft show significant protrusion of the stent mark as    into the aortic lumen
ImageCLEFmedCaption_2022_train_000460	post retrieval cholangiogram confirm no biliary tree injury or fistulous communication with vessel
ImageCLEFmedCaption_2022_train_000461	cover stent position
ImageCLEFmedCaption_2022_train_000462	a more medial entry point have correct the neck shaft angle but some lateral translation of the proximal fragment have occur
ImageCLEFmedCaption_2022_train_000463	preembolization arrow point to the bleeding in the pubic branch of the external iliac artery
ImageCLEFmedCaption_2022_train_000464	angiogram show mobile fractured instent stenosis in systole
ImageCLEFmedCaption_2022_train_000465	leave anterior oblique view of coronary angiography show an anomalous right coronary artery rca having originate from the mid part of the left anterior descend coronary artery lad
ImageCLEFmedCaption_2022_train_000466	xray right anterior oblique rao  cranial  final aortic angiography aortic bioprosthesis in correct position aortic regurgitation trace tee probe in transesophageal position pigtail catheter position in aortic root
ImageCLEFmedCaption_2022_train_000467	the selective caf angiography show the fistula drain from proximal rca to pa indicate by the white arrow the fistula divide into some branch and meet again cafcoronary artery fistula papulmonary artery rcaright coronary artery
ImageCLEFmedCaption_2022_train_000468	angiography show spider collateral
ImageCLEFmedCaption_2022_train_000469	sinonasal hemangiopericytoma after embolisation with onyx right maxillary artery embolise with onyx
ImageCLEFmedCaption_2022_train_000470	pelvic angiogram show a dilated and tortuous right uterine artery
ImageCLEFmedCaption_2022_train_000471	multivessel spontaneous coronary artery dissection scad in a postpartum female present with acute coronary syndrome acs arrow denote area of dissection image courtesy of steven cohen md
ImageCLEFmedCaption_2022_train_000472	coronary angiography coronary vasospasm proximal right coronary artery
ImageCLEFmedCaption_2022_train_000473	rvot measurement
ImageCLEFmedCaption_2022_train_000474	example of intraoperative measurement of the neck shaft angle nsa for correct measurement and correct anteversion the growth plate of the great trochanter must be fully visible white arrow the preoperative nsa be measure on an image intensifier and correction be adjust to the measure value
ImageCLEFmedCaption_2022_train_000475	fluoroscopy show kink of the guidewire at the periclavicular area
ImageCLEFmedCaption_2022_train_000476	coronary angiogram leave anterior oblique view of lad during intervention with bare metal stent in the proximal lad
ImageCLEFmedCaption_2022_train_000477	right anterior oblique projection of a pericardiogram use to guide the epicardial mapping a groove between the aorta and superior vena cava b pulmonary artery c leave atrial appendage d right atrial appendage e inferior wall of the leave ventricle f anterior wall of the leave ventricle
ImageCLEFmedCaption_2022_train_000478	preparation for stent and ivc placementbilateral iliac vein sheath with wire be place in the preparation for stent placement a transjugular venous catheter be place in the left renal vein as a reference for stent and filter placement the venogram demonstrate reflux into the left gonadal vein red arrowivc inferior vena cava
ImageCLEFmedCaption_2022_train_000479	angiographic image show the drainage of the left superior vena cava into the right atrium
ImageCLEFmedCaption_2022_train_000480	renal denervation of the native left kidney the arrow point the tip of the radiofrequency ablation catheter filling of the renal artery with contrastagent be show however no filling of intrarenal parenchymal vessel be vbeualized
ImageCLEFmedCaption_2022_train_000481	second coronary angiography  day later rao cranial view show extensive leave anterior descend dissection start from midproximal segment involve diagonal branch timi flow
ImageCLEFmedCaption_2022_train_000482	final enjection of right renal artery with no residual stenosis
ImageCLEFmedCaption_2022_train_000483	repeat aortogram show no aortic mass and improve coronary perfusion with bare metal wire in situ in the left coronary artery
ImageCLEFmedCaption_2022_train_000484	endoscopic retrograde cholangiopancreaticogram show sclerosing cholangitis
ImageCLEFmedCaption_2022_train_000485	the snare be keep tighten and then it be push toward catheter tip in order to release fibrin no port dbeplacement be vbeible
ImageCLEFmedCaption_2022_train_000486	the guidewire be push to the distal segment of the circumflex artery by a small underinflate balloon catheter and it be isolate from the circulation by a  mm   mm bare metal stent implant over the wire
ImageCLEFmedCaption_2022_train_000487	case  the well possible oblique projection be not sufficient to demonstrate the exact origin of the great radicular artery arrow point to the possible site of the fbetula
ImageCLEFmedCaption_2022_train_000488	immunohistochemical staining reveal that the tumor markedly express cluster of differentiation  magnification
ImageCLEFmedCaption_2022_train_000489	leave carothyde arthriography show at arthrial time a carothydecavernal fistule with early opacification of cavernal sinus
ImageCLEFmedCaption_2022_train_000490	followup angiography after one year show avm be obliterate without a residual avm or any other abnormal vessel
ImageCLEFmedCaption_2022_train_000491	final result in lao view show timi iii flow in anomalous left circumflex artery from right sinus after stente with sirolimus drug eluting stent
ImageCLEFmedCaption_2022_train_000492	traction of second lams delivery catheter with distal flange deploy inside small bowel arrowhead into transgastric lams arrow to perform lams in lams lams lumenappose metal stent
ImageCLEFmedCaption_2022_train_000493	catheterization study show lsvc opening to cs
ImageCLEFmedCaption_2022_train_000494	rgu of a penobulbar stricture that be nearly obliterative
ImageCLEFmedCaption_2022_train_000495	size procedure use size balloon catheter waist of the balloon clearly indicate the stretch diameter of the atrial septal defect
ImageCLEFmedCaption_2022_train_000496	digital subtraction angiography image from case  the elongation with kingke in internal carotid artery be remarkable the external carotid artery eca be also push by the aneurysm sac dica  distal part of internal carotid artery pica  proximal part of internal carotid artery cca  common carotid artery r  right lat  lateral
ImageCLEFmedCaption_2022_train_000497	angiogram demonstrate unique reverse debranching of the aortic arch with leave subclavian artery to leave carotid artery bypass and leave to right carotid to carotid bypass there be retrograde flow in the innominate artery
ImageCLEFmedCaption_2022_train_000498	ductus arteriosus in tofpa arbee proximally from the underside of the aortic arch insert onto the proximal part of the lpa significant stenosbe of the lpa be present the tip of a jr catheter pass transvenously into the aorta via the vsd be engage in the ampulla for adequate vbeualization
ImageCLEFmedCaption_2022_train_000499	aortic rupture grade iv  active bleeding
ImageCLEFmedCaption_2022_train_000500	dsa in ap  and lateral  projection show an approximately    mm leave pica aneurysm black arrow locate at the level of the caudal loop tonsillomedullary segment the aneurysm appear to have both intracranial  and extracranial  component in figure
ImageCLEFmedCaption_2022_train_000501	coronary angiography of rca  a significant stenosis in its midportion white arrow rca right coronary artery
ImageCLEFmedCaption_2022_train_000502	totally occlude lad
ImageCLEFmedCaption_2022_train_000503	leave coronary angiogram ap cranial  view  systolic frame show narrowing arrow in the leave anterior descend coronary artery suggestive of myocardial bridge the segment just distal to the bridge be show a linear translucency suggestive of a recanalised segment or heal coronary dissection arrowhead show borders of lv aneurysm
ImageCLEFmedCaption_2022_train_000504	common femoral artery occlusion find by vascular angiography the dbetance between common femoral artery and anterior edge of acetabulum be nearly equal to the diameter of acetabular nail red arrow indicate the injury site
ImageCLEFmedCaption_2022_train_000505	coil embolization of kissing aneurysm be perform with dualstent assistance in doublebarrel configuration use two closedcell stent black arrow enterprise stent codman  shurtleff raynham ma usa white arrow solitaire ab stent covidien dublin ireland
ImageCLEFmedCaption_2022_train_000506	case  a a  electrocardiogram with an aggressive inferiorlateral er pattern during hypothermia treatment red arrow b the electrocardiogram be completely normalize after adminbetration of beoproterenol infusion
ImageCLEFmedCaption_2022_train_000507	angiography after successful stenting show widen leave main ostium
ImageCLEFmedCaption_2022_train_000508	fluoroscopic image of descend aortogram in lateral view show moderate size pda
ImageCLEFmedCaption_2022_train_000509	immediate postoperative radiograph show the occipitocervical fusion
ImageCLEFmedCaption_2022_train_000510	arteriograms pre and post eembolization c arteriogram preembolization show a tangle of vascular structure arrow feed by the left uterine artery d arteriogram postembolization show the absence of fill of the occluded left uterine artery and vascular malformation arrow
ImageCLEFmedCaption_2022_train_000511	angiography with contrast in the right hepatic artery after all bleed source embolization
ImageCLEFmedCaption_2022_train_000512	pulmonary arteriogram show shunt
ImageCLEFmedCaption_2022_train_000513	cerebral angiography image showing leave anterior and middle cerebral artery stenosis red arrow
ImageCLEFmedCaption_2022_train_000514	preoperative angiogram of the right upper extremity reveal attenuation of contrast flow at the level of the subclavian vein secondary to thrombosis
ImageCLEFmedCaption_2022_train_000515	coronary angiography lao   view show proximal rca stent deployment
ImageCLEFmedCaption_2022_train_000516	thoracic spine anteroposterior xray show the retain epidural catheter arrow
ImageCLEFmedCaption_2022_train_000517	aortic angiogram in the lateral projection show a patent arterial duct
ImageCLEFmedCaption_2022_train_000518	endoscopic retrograde cholangiopancreatography show obstruction of the pancreatic duct
ImageCLEFmedCaption_2022_train_000519	leave vertebral angiogram show a dbesect aneurysm the left posterior inferior cerebellar artery be vbeualized at the dbetal portion of the aneurysm arrow
ImageCLEFmedCaption_2022_train_000520	catheter venography image show an inferior vena cava filter black arrow distal to the large filling defect tumor thrombus white arrow in the inferior vena cava
ImageCLEFmedCaption_2022_train_000521	selective angiography of the left uterine artery red circle use the steerable microcatheter blue arrow demonstrate mark tortuosity compatible with the history of fibroid
ImageCLEFmedCaption_2022_train_000522	relief of the stenosis after intracoronary ntg
ImageCLEFmedCaption_2022_train_000523	the final stent be place with  overlap with only approximately a centimeter of stent deploy proximally for exact precbeion know as the turtlehead red arrow
ImageCLEFmedCaption_2022_train_000524	transforaminal epidural lidocaine injection with kambins triangle approach before peld a small amount of contrast be use to confirm epidural spread and nerve root
ImageCLEFmedCaption_2022_train_000525	coronary angiography show a dissection plane throughout the midright coronary artery
ImageCLEFmedCaption_2022_train_000526	selective splenic arteriography demonstrate pseudoaneurysm black arrow to a branch supply the low pole of the spleen
ImageCLEFmedCaption_2022_train_000527	flexible ureteroscopy be use to remove the stone yellow arrow point to the stone and red arrow point to the position of the access sheath tip
ImageCLEFmedCaption_2022_train_000528	follow up angiogram after successful intervention timi  flow have be restore immediately after air aspiration use a thrombus aspiration catheter no residual air bubble be observe
ImageCLEFmedCaption_2022_train_000529	the opening of the multilayer flow modulator
ImageCLEFmedCaption_2022_train_000530	fluoroscopic image of a double pigtail stent deploy into the pancreatic fluid collection
ImageCLEFmedCaption_2022_train_000531	pelvic arteriogram with arrow pointing to extraluminal contrast extravasation in the right pelvis
ImageCLEFmedCaption_2022_train_000532	ap head arteriography ccf before treatment with endovascular approach
ImageCLEFmedCaption_2022_train_000533	fluoroscopic image show intravascular injection of the nonionic contrast medium iohexol omnipaque
ImageCLEFmedCaption_2022_train_000534	angiography show narrow long segment narrow of the left pulmonary artery arrow
ImageCLEFmedCaption_2022_train_000535	angiography of the right pulmonary demonstrate a large arteriovenous malformation with multiple feeder vessel
ImageCLEFmedCaption_2022_train_000536	case  a a  electrocardiogram with an aggressive inferiorlateral er pattern during hypothermia treatment red arrow b the electrocardiogram be completely normalize after adminbetration of beoproterenol infusion
ImageCLEFmedCaption_2022_train_000537	angiography of the left internal carotid artery show abnormal anterior drainage into the left superior red arrow and inferior blue arrow ophthalmic vein
ImageCLEFmedCaption_2022_train_000538	digital subtraction angiography  presence of pseudoaneurysm of    mm in the dissection region and critical stenosis of internal carotid artery down to  mm
ImageCLEFmedCaption_2022_train_000539	coronary angiogram after balloon dilatation show no residual stenosis and relatively good distal flow
ImageCLEFmedCaption_2022_train_000540	angiographic image of the right superior vena cava an inferior vena cava ivc catheter run through the malformed inferior vena cava and right atrium and enter the right superior vena cava
ImageCLEFmedCaption_2022_train_000541	case  telemetry tracing ventricular fibrillation precede by a ventricular extrasystole
ImageCLEFmedCaption_2022_train_000542	preoperative magnetic resonance image from a patient with right hemifacial spasm arrow indicate the posterior inferior cerebellar artery that be compress the root exit zone of the facial nerve
ImageCLEFmedCaption_2022_train_000543	preoperative coronary angiography show proximal lad lesion
ImageCLEFmedCaption_2022_train_000544	angiography the right posterior hepatic artery be dberupted at the hepatic hilum a red arrow and there be a collateral artery a yellow arrow from the right anterior hepatic artery to the right posterior hepatic artery cha common hepatic artery gda gastroduodenal artery lha leave hepatic artery raha right posterior hepatic artery rpha right posterior hepatic artery
ImageCLEFmedCaption_2022_train_000545	lateral projection angiographic image from a right internal carotid artery injection show a large arteriovenous malformation nidus arrow feed by multiple enlarge feeding anterior and middle cerebral artery branchright indicate the patients right side
ImageCLEFmedCaption_2022_train_000546	angiogram show successful coil embolization of the feeding vessel through celiac axis with no residual leak from the aneurysm
ImageCLEFmedCaption_2022_train_000547	leave coronary arteriography in the right anterior oblique projection a complete outoff of the left anterior descend coronary artery at the proximal segment be see arrow no other lesion be observe
ImageCLEFmedCaption_2022_train_000548	arteriogram show the low right extremity healthy extremity and the low left extremity revascularized extremity the arrow indicate the superficial right femoral artery left picture and the left deep femoral artery right picture
ImageCLEFmedCaption_2022_train_000549	portal venography image demonstrate right portal vein branch white arrow that be moderately dbeplace and dbetort by the mass that be faintly enhance black arrow
ImageCLEFmedCaption_2022_train_000550	ercp image of the gallstone arrow prior to removal
ImageCLEFmedCaption_2022_train_000551	angiography of the right popliteal artery the picture depict a polycyclic popliteal aneurysm with smooth margin in  segment without active sign of leakage outside the aneurysm cavity black arrow point to popliteal aneurysm
ImageCLEFmedCaption_2022_train_000552	postembolisation celiac angiography show successful coiling of both aneurysm
ImageCLEFmedCaption_2022_train_000553	patent saphenous venous graft to posterior descend artery
ImageCLEFmedCaption_2022_train_000554	inferior vena cava filter with trap thrombithe inferior vena cava filter be leave in place after the extracorporeal membrane oxygenation run due to the trap thrombi in the filter despite adequate anticoagulation treatment during extracorporeal membrane oxygenation
ImageCLEFmedCaption_2022_train_000555	dsa final control show complete closure of favd by onyx
ImageCLEFmedCaption_2022_train_000556	leave cca angiogram show good dilatation of the left proximal cervical ica after carotid angioplasty and stenting cas
ImageCLEFmedCaption_2022_train_000557	graft angiography demonstrate a tortuous left internal mammary artery lima graft with flow go to the coronary sinus form an aortocoronary arteriovenous fistula
ImageCLEFmedCaption_2022_train_000558	barium esophagram  year after initial presentation
ImageCLEFmedCaption_2022_train_000559	leave ventricular angiogram in leave anterior obliquecranial  degree show discrete sub aortic membrane
ImageCLEFmedCaption_2022_train_000560	radiological control of the guide direction up to the brachial artery black arrow indicate the straight path of the radial artery in the forearm
ImageCLEFmedCaption_2022_train_000561	coronary angiography perform during anterolateral myocardial infarction after unsuccessful lead extraction show perforation of the mid leave anterior descend coronary artery lad by a screw perforation of the old shock lead helix new shock lead also visible caudal view icd  implantable cardioverterdefibrillator rcx  right circumflex coronary artery
ImageCLEFmedCaption_2022_train_000562	areteriobiliary fistula fistula between r hepatic artery and common hepatic duct
ImageCLEFmedCaption_2022_train_000563	angiography reveal no apparent pelvic vascular damage
ImageCLEFmedCaption_2022_train_000564	digital subtraction angiography depict an ectatic dbetal aorta short common iliac artery with a right common iliac artery pseudoaneurysm a silhouette of the hsk be see with patent renal artery
ImageCLEFmedCaption_2022_train_000565	radioscopy only one leaflet of the bileaflet valve open
ImageCLEFmedCaption_2022_train_000566	male with multiple swelling on the left side of the face phlebography of the lesion in the temple region show fill of the entire lesion and drain to the regional area arrow
ImageCLEFmedCaption_2022_train_000567	occlude om branch visible stent strut
ImageCLEFmedCaption_2022_train_000568	leave anterior descend artery show lesion in proximal segment
ImageCLEFmedCaption_2022_train_000569	stenosis of the left anterior descend lad artery just below the site of its anastomosis with the internal mammary artery arrow  cra
ImageCLEFmedCaption_2022_train_000570	arch aortogram depict thrombosed left subclavian artery arrow distal to the left vertebral artery arrowhead
ImageCLEFmedCaption_2022_train_000571	lmca arise from right sinus reveal type ii lad and critical stenosis in lcx in ap cranial view
ImageCLEFmedCaption_2022_train_000572	rgp finding
ImageCLEFmedCaption_2022_train_000573	one year later patient  undergo coronary angiography which verify the patent leave coronary artery
ImageCLEFmedCaption_2022_train_000574	fluoroscopic image of the guidewire leave in place after removal of the echoendoscope to permit a rendezvous
ImageCLEFmedCaption_2022_train_000575	lateral view of right internal carotid artery angiography perform on june   small true saccular aneurysm white arrow of the right posterior communicate artery  mm   mm size neck diameter of  mm posterosuperiorly direct and fetal pattern of ipsilateral posterior communicate artery
ImageCLEFmedCaption_2022_train_000576	case  telemetry tracing ventricular fibrillation precede by a ventricular extrasystole
ImageCLEFmedCaption_2022_train_000577	endoscopic retrograde cholangiopancreatography show a bismuth type iiia stricture arrow
ImageCLEFmedCaption_2022_train_000578	post lcx stente
ImageCLEFmedCaption_2022_train_000579	entry point for the discogram with optimize view for the  discthe articular element of the inferior level bisect the endplate of the level above in an ideal view
ImageCLEFmedCaption_2022_train_000580	anteroposterior fluoroscopic image of esophogram show extravasated contrast material tracking along the right side of the neck arrow
ImageCLEFmedCaption_2022_train_000581	the overtube now lie along the less curvature of the stomach on previous attempt without an overtube in place the stent follow the wire along the great curvature make it practically impossible to place the stent across the previous stent
ImageCLEFmedCaption_2022_train_000582	rca show nearly  of proximal segment stenosis
ImageCLEFmedCaption_2022_train_000583	image coronarographique dissection de la partie proximale de liva
ImageCLEFmedCaption_2022_train_000584	coronary angiogram showing leave anterior descend coronary artery in the right anterior oblique view lad be long wrap around the apex and continue as the posterior descend artery there be an eccentric plaque with thrombus at the apex where it continue as pda
ImageCLEFmedCaption_2022_train_000585	wallstent
ImageCLEFmedCaption_2022_train_000586	right coronary angiogram with normal left coronary anatomy with no obstruct atheroma
ImageCLEFmedCaption_2022_train_000587	cholangiography of the right hepatic ductal system demonstrate a highgrade residual stenosis at the junction of the posterior sectoral duct anterior sectoral duct and leave bile duct
ImageCLEFmedCaption_2022_train_000588	transmesenteric portal venography show patent superior mesenteric and splenic vein large left gastric varicose vein portal cavernoma and patent intrahepatic portal branch
ImageCLEFmedCaption_2022_train_000589	right coronary artery rca be normal in its origin and course
ImageCLEFmedCaption_2022_train_000590	occlusion of left internal carotid artery
ImageCLEFmedCaption_2022_train_000591	case  a  electrocardiogram with inferolateral early repolarization pattern with jpoint elevation and qrs slur after hypothermia treatment red arrow
ImageCLEFmedCaption_2022_train_000592	the filter hook migrate into the caval wall in venography
ImageCLEFmedCaption_2022_train_000593	intraoperative fluoroscopy image that show failure of the guidewire to pass at the level of the steinstrasse
ImageCLEFmedCaption_2022_train_000594	coronary angiography show the  left anterior descend artery lad stenosis and the circumflex artery cx thrombosis
ImageCLEFmedCaption_2022_train_000595	angiography image show splenic artery pseudoaneurysm
ImageCLEFmedCaption_2022_train_000596	an optease retrievable vena cava filter be place in the inferior vena cava via the right femoral vein under digital subtraction angiography and a venogram show total occlusion of the left iliac vein
ImageCLEFmedCaption_2022_train_000597	post embolization with  m pva particle selective intercostal trunk catheter injection be remarkable for contrast stasbe in the parent artery with total nonopacification of the pericavitary inflammatory change and the rassmussens aneurysm
ImageCLEFmedCaption_2022_train_000598	still image of the first vfss retropharyngeal soft tissue be severely swollen arrow with a shift airway arrowhead anteriorly
ImageCLEFmedCaption_2022_train_000599	cerebral angiogram  early arterial phase ap internal carotid injection  reveal coil  mycotic aneurysm and parent vessel
ImageCLEFmedCaption_2022_train_000600	angiogram show stenosis of the supraclinoid ica and mca consistent with moya moya disease
ImageCLEFmedCaption_2022_train_000601	endoscopic retrograde cholangiopancreatography show intra and extrahepatic bileduct stricture and dilation
ImageCLEFmedCaption_2022_train_000602	final position of the leadless pacemaker arrow
ImageCLEFmedCaption_2022_train_000603	the fluoroscopy image of descend aortography to show the structure of patent ductus arteriosus with typical funnel morphology
ImageCLEFmedCaption_2022_train_000604	selective right hepatic venogram show bullet embolus within the right hepatic vein
ImageCLEFmedCaption_2022_train_000605	coronary angiography show flowlimit coronary stenosbe in the midladflowlimit coronary stenosbe be designate by the black arrow
ImageCLEFmedCaption_2022_train_000606	bridgetranshilar stenting with uncovered metallic stent black arrow delimit distal and proximal extremity in right and leave bile duct respectively and leave fcsems white arrow delimit distal and proximal extremity in leave bile duct and stomach
ImageCLEFmedCaption_2022_train_000607	immediately posttreatment work unsubstracted view of the left vertebral artery angiogram show optimal deployment and no contrast dye filling in aneurysm sac after ystente coiling
ImageCLEFmedCaption_2022_train_000608	endoscopic retrograde cholangiopancreatography endoscopic retrograde cholangiopancreatography show no abnormality in the main pancreatic duct
ImageCLEFmedCaption_2022_train_000609	mixed gev drainage in  man with type  gev delay portal venogram perform during tip creation reveal gev outflow via azygous venous system white arrowhead and leave gastrorenal shunt black arrowhead
ImageCLEFmedCaption_2022_train_000610	retrograde ureterography show the passage of contrast from the right ureter to the uterus
ImageCLEFmedCaption_2022_train_000611	fluoroscopic image dilation of the pancreaticogastrostomy tract with  mm balloon
ImageCLEFmedCaption_2022_train_000612	significant constriction in the proximal middle lad segment
ImageCLEFmedCaption_2022_train_000613	multiple right coronary artery rca stent as label visualize during postcabg cardiac catheterization while on ecmo
ImageCLEFmedCaption_2022_train_000614	approximately  stenosis of the proximalleave anterior descend coronary artery as reveal by coronary angiography
ImageCLEFmedCaption_2022_train_000615	venous phase of cerebral angiography  after admission an almost complete lack of filling of the internal cerebral vein the great vein of galen and the straight sinus be demonstrate
ImageCLEFmedCaption_2022_train_000616	retrograde pyelogram reveal a stenotic twocentimeter proximal segment of ureter locate just distal to the ureteropelvic junction with hydronephrosis and dilation of the proximal ureter
ImageCLEFmedCaption_2022_train_000617	anteriorposterior cranial view show the widely dilated proximal portion of the second diagonal branch after percutaneous coronary intervention
ImageCLEFmedCaption_2022_train_000618	native image of temporary balloon occlusion within the double stent white arrow show balloon inflation to achieve decrease inflow into the pseudoaneurysm
ImageCLEFmedCaption_2022_train_000619	leave renal angiography and embolisation coil see note also the accessory renal artery occlude with occlusive glue glubran not visualise
ImageCLEFmedCaption_2022_train_000620	leave main coronary artery  occlusion in case
ImageCLEFmedCaption_2022_train_000621	fluoroscopic image in anteroposterior view show open coronary stent orifice enface in the middle of the occluder movie
ImageCLEFmedCaption_2022_train_000622	still from coronary angiogram record during pci in  from patient in whom angina recur  year post cabg the occlusion of the rca be report on coronary angiography in
ImageCLEFmedCaption_2022_train_000623	severe proximal stenosis of the left anterior descend coronary artery arrow
ImageCLEFmedCaption_2022_train_000624	fluoroscopic view of transhepatic puncture of segment  hepatic duct with linear echoendoscope through the distal esophagus with a  needle
ImageCLEFmedCaption_2022_train_000625	radiograph of kinked catheter that can cause mechanical obstruction to blood flowsource courtesy of the atlas of dialysis vascular access by dr vacchharajani
ImageCLEFmedCaption_2022_train_000626	digital subtraction angiogram of right anterior circulation postoperative
ImageCLEFmedCaption_2022_train_000627	the nectarhf neural cardiac therapy for heart failure implant location the lead be place around the cervical vagus nerve and then tunnel across the clavicle and connect to the pulse generator which be locate in a pectoral pocket
ImageCLEFmedCaption_2022_train_000628	superior vena cava and subclavian chronic total occlusion
ImageCLEFmedCaption_2022_train_000629	cerebral angiography demonstrate a wide necked aneurysm at the termination of the ica
ImageCLEFmedCaption_2022_train_000630	dominant right coronary artery deliver collateral to a chronically occlude leave anterior descend artery and diagonal territory without significant stenosis
ImageCLEFmedCaption_2022_train_000631	right pulmonary arteriogram demonstrate a large thrombus occlude the rpa white arrow with normal distal branch patency pulmonary venous return can be see return normally to the right sided pulmonary veinsrpa right pulmonary artery
ImageCLEFmedCaption_2022_train_000632	basket with the gallstone capture in the middle third of the common bile duct
ImageCLEFmedCaption_2022_train_000633	coronary angiogram show  stenosis in the left anterior descend artery and  stenosis in left circumflex artery
ImageCLEFmedCaption_2022_train_000634	venogram of the inferior vena cava postlysis resolution of the stenosis note at level of diaphragm after exploratory laparotomy inferior vena cava venolysis and division of the diaphragmatic constriction
ImageCLEFmedCaption_2022_train_000635	arteriogram at the time of presentation show markedly increase vascularity and uptake of contrast in the tumor
ImageCLEFmedCaption_2022_train_000636	follow up digital subtraction angiography perform  month after hemorrhage confirm no contrast stagnation or abnormal vascular lesion with patent stente basilar artery and superior cerebellar artery
ImageCLEFmedCaption_2022_train_000637	magnification of fluorescein angiography where intraluminal microparticle can be evidence
ImageCLEFmedCaption_2022_train_000638	arteriogram after embolization
ImageCLEFmedCaption_2022_train_000639	combine movement of clockwise rotation tip deflection and endoscope push to remove the device with the stone
ImageCLEFmedCaption_2022_train_000640	b internal carotid angiogram ap view show fill of right and leave cs through intercavernous communication white arrow
ImageCLEFmedCaption_2022_train_000641	calcific deposit at the lateral aspect of the foot
ImageCLEFmedCaption_2022_train_000642	balloon sizing of atrial septal defect under fluoroscopy
ImageCLEFmedCaption_2022_train_000643	dsa in ap  and oblique  projection show an    fusiform left pica aneurysm black arrow at the tonsillomedullary segment caudal loop
ImageCLEFmedCaption_2022_train_000644	percutaneous decompression of both leave and right biliary duct be successful a false route be create to the duodenum through partial opening of the leave duct clip from the guidewire
ImageCLEFmedCaption_2022_train_000645	ercp image post stent with no fistulous connection
ImageCLEFmedCaption_2022_train_000646	pancreatic duct dehiscence with extravasation of contrast
ImageCLEFmedCaption_2022_train_000647	endoleak resolution follow onyx and coil embolisation
ImageCLEFmedCaption_2022_train_000648	final control digital subtraction angiography show exclusion of the pseudoaneurysm and absence of contrast leakage with patency of the superior and collateral branch
ImageCLEFmedCaption_2022_train_000649	complete exclusion of popliteal aneurysm follow endovascular stenting
ImageCLEFmedCaption_2022_train_000650	pancreatogram after removal of    pigtail plastic stent in place for  month with resolution of the pancreatic colonic fistula
ImageCLEFmedCaption_2022_train_000651	spontaneous occlusion of the left anterior descend coronary artery lao  cranial  accompany by stsegment elevation
ImageCLEFmedCaption_2022_train_000652	angiography from the left gastric artery show vessel transection arrow
ImageCLEFmedCaption_2022_train_000653	digital nonsubtracted image of tongue parenchimography during sclerotization with open mouth with distractor and cannula white arrow place in haemangioma black arrow
ImageCLEFmedCaption_2022_train_000654	aortic root angiogram show ruptured sinus of valsalva to leave ventricle
ImageCLEFmedCaption_2022_train_000655	case  superior mesenteric venogram post thrombectomy note restoration of patency to smv
ImageCLEFmedCaption_2022_train_000656	fluoroscopy of the catheter setup  fourpole epcatheter in the right ventricle  sixtyfourpole highresolution basket catheter in the left ventricle via antegrade transseptal approach  tenpole epcatheter in the coronary sinus  right ventricular lead of the icd
ImageCLEFmedCaption_2022_train_000657	enlarge ovarian cyst  litre note the liver edge and diaphragm on the left
ImageCLEFmedCaption_2022_train_000658	both stent be place prior to deployment
